campaign_id	campaign_name	platform	post_type	content_theme	target_audience	boosted_post	spend_usd	reach	impressions	engagements	clicks	conversions	conversion_value_usd	cpc_usd	ctr	engagement_rate	hashtag_count	emoji_count	word_count	sentiment_score	video_length_seconds	post_datetime	campaign_year
CMP1005	Summer Campaign	Instagram	Carousel	Product Launch	Professionals	TRUE	9.64000034332275	1563	2560	71	40	5	360.600006103516	0.239999994635582	0.015599999576807	0.0454000011086464	9	6	48	-0.419999986886978	0	2024-06-01 14:15:00.000	2025
CMP1005	Holiday Campaign	X	Reel	User Testimonial	Professionals	FALSE	11.2399997711182	6199	10078	357	204	17	1943.38000488281	0.0599999986588955	0.0201999992132187	0.0575999990105629	10	5	40	0.959999978542328	83	2024-06-28 23:00:00.000	2025
CMP1005	Holiday Campaign	TikTok	Story	Promotion	Millennials	TRUE	62.7799987792969	7527	9392	519	214	14	671.440002441406	0.28999999165535	0.02280000038445	0.0689999982714653	11	8	22	-0.0900000035762787	93	2024-06-03 19:00:00.000	2024
CMP1005	Back to School Campaign	LinkedIn	Image	Product Launch	Parents	TRUE	35.75	1275	1889	139	50	5	704.289978027344	0.709999978542328	0.0264999996870756	0.108999997377396	15	5	23	0.449999988079071	0	2024-06-12 23:15:00.000	2025
CMP1005	Holiday Campaign	TikTok	Carousel	Lifestyle	Professionals	TRUE	34.9500007629395	7912	11359	642	270	13	744.97998046875	0.129999995231628	0.0238000005483627	0.0811000019311905	6	2	32	0.0199999995529652	0	2024-06-13 09:30:00.000	2024
CMP1005	Fall Campaign	Instagram	Carousel	User Testimonial	Millennials	TRUE	18.2299995422363	6683	10346	185	105	17	2259.330078125	0.170000001788139	0.0100999996066093	0.0276999995112419	5	1	31	0.189999997615814	0	2024-06-16 21:15:00.000	2025
CMP1005	Spring Campaign	X	Story	Lifestyle	Gen Z	FALSE	4.76000022888184	5849	7448	163	110	20	781.289978027344	0.0399999991059303	0.0148000000044703	0.0278999991714954	1	6	41	-0.509999990463257	19	2024-06-27 10:15:00.000	2024
CMP1005	Spring Campaign	TikTok	Reel	Behind the Scenes	Gen X	TRUE	8.56999969482422	3739	5184	325	224	27	613.02001953125	0.0399999991059303	0.0432000011205673	0.0869000032544136	6	7	30	0.430000007152557	56	2024-06-22 19:00:00.000	2025
CMP1005	Summer Campaign	X	Carousel	Behind the Scenes	Gen Z	TRUE	23.4400005340576	6633	10935	639	342	18	1569.73999023438	0.0700000002980232	0.031300000846386	0.0962999984622002	14	1	6	-0.180000007152557	0	2024-06-10 10:30:00.000	2025
CMP1005	Summer Campaign	LinkedIn	Story	Product Launch	Gen X	TRUE	22.8199996948242	9860	10956	439	204	38	3432.26000976563	0.109999999403954	0.0186000000685453	0.0445000007748604	8	6	18	0.319999992847443	81	2024-06-03 19:30:00.000	2025
CMP1005	Spring Campaign	X	Story	Lifestyle	Parents	TRUE	97.120002746582	8677	13932	486	237	18	552.469970703125	0.409999996423721	0.017000000923872	0.0560000017285347	12	0	48	-0.170000001788139	64	2024-06-16 08:15:00.000	2025
CMP1005	Spring Campaign	Facebook	Image	Product Launch	Gen Z	TRUE	2.89000010490417	5675	6825	593	335	55	4369.1298828125	0.00999999977648258	0.049100000411272	0.104500003159046	11	7	46	0.330000013113022	0	2024-06-03 17:45:00.000	2024
CMP1005	Fall Campaign	Instagram	Reel	Behind the Scenes	Professionals	TRUE	1.37000000476837	1274	1899	72	23	4	591.090026855469	0.0599999986588955	0.0120999999344349	0.0564999990165234	13	0	42	0.899999976158142	111	2024-06-26 19:00:00.000	2024
CMP1005	Holiday Campaign	TikTok	Video	Behind the Scenes	Millennials	TRUE	19.0499992370605	5740	7250	365	205	36	5035.330078125	0.0900000035762787	0.0283000003546476	0.0636000037193298	11	3	19	0.129999995231628	31	2024-06-10 16:45:00.000	2025
CMP1005	Fall Campaign	Facebook	Carousel	Behind the Scenes	Gen Z	TRUE	0.170000001788139	724	1083	30	16	2	115.480003356934	0.00999999977648258	0.0148000000044703	0.0414000004529953	6	0	28	0.699999988079071	0	2024-06-03 07:15:00.000	2025
CMP1005	Fall Campaign	Facebook	Video	Promotion	Gen Z	FALSE	0.129999995231628	983	1609	25	12	0	0	0.00999999977648258	0.00749999983236194	0.0253999996930361	11	4	36	-0.140000000596046	68	2024-06-25 10:00:00.000	2024
CMP1005	Holiday Campaign	Instagram	Video	Behind the Scenes	Parents	FALSE	0.370000004768372	741	917	57	30	5	330.040008544922	0.00999999977648258	0.0326999984681606	0.0768999978899956	13	2	23	-0.400000005960464	110	2024-06-24 23:45:00.000	2025
CMP1005	Back to School Campaign	X	Carousel	Promotion	Millennials	TRUE	217.270004272461	15390	18020	1489	771	127	1899.25	0.280000001192093	0.0428000018000603	0.0967999994754791	5	10	13	-0.810000002384186	0	2024-06-03 19:30:00.000	2025
CMP1005	Summer Campaign	Instagram	Image	Promotion	Professionals	TRUE	37.2000007629395	9548	11355	346	146	12	1378.32995605469	0.25	0.0129000004380941	0.0362000018358231	8	6	24	-0.949999988079071	0	2024-06-26 21:30:00.000	2024
CMP1005	Fall Campaign	TikTok	Story	Product Launch	Parents	FALSE	2.75999999046326	264	386	30	14	2	82.6399993896484	0.200000002980232	0.0362999998033047	0.113600000739098	9	6	20	0.219999998807907	38	2024-06-24 09:00:00.000	2025
CMP1005	Spring Campaign	Instagram	Reel	Behind the Scenes	Gen Z	FALSE	15.8199996948242	6136	8330	659	427	68	1145.85998535156	0.0399999991059303	0.0513000003993511	0.107400000095367	14	4	16	0.75	84	2024-06-28 10:30:00.000	2024
CMP1005	Fall Campaign	LinkedIn	Reel	Product Launch	Millennials	TRUE	140.679992675781	12100	14238	717	319	42	2029.5	0.439999997615814	0.0223999992012978	0.0593000017106533	12	10	13	-0.319999992847443	99	2024-06-25 21:30:00.000	2024
CMP1005	Holiday Campaign	TikTok	Story	User Testimonial	Parents	FALSE	7.59999990463257	3246	5357	129	82	5	353.690002441406	0.0900000035762787	0.0153000000864267	0.0397000014781952	12	4	36	0.219999998807907	120	2024-06-21 15:30:00.000	2025
CMP1005	Back to School Campaign	Facebook	Reel	Behind the Scenes	Gen X	FALSE	0.280000001192093	4932	7954	591	337	48	1802.67004394531	0	0.0423999987542629	0.119800001382828	5	1	31	1	44	2024-06-25 12:00:00.000	2024
CMP1005	Fall Campaign	TikTok	Story	Behind the Scenes	Gen Z	TRUE	64.7099990844727	10717	12502	1249	834	130	8090.580078125	0.0799999982118607	0.0666999965906143	0.116499997675419	0	3	46	-0.270000010728836	82	2024-06-18 11:30:00.000	2025
CMP1005	Fall Campaign	Instagram	Story	Lifestyle	Professionals	FALSE	15.6400003433228	4124	6278	248	160	8	471.040008544922	0.100000001490116	0.0254999995231628	0.0601000003516674	11	10	5	0.400000005960464	66	2024-06-17 13:15:00.000	2024
CMP1005	Summer Campaign	Facebook	Video	Product Launch	Professionals	FALSE	23.0699996948242	4946	6831	112	49	9	291.260009765625	0.469999998807907	0.00719999987632036	0.0226000007241964	7	6	24	0.560000002384186	107	2024-06-17 12:15:00.000	2025
CMP1005	Summer Campaign	Facebook	Video	Lifestyle	Gen X	FALSE	4.84999990463257	3976	4713	451	218	16	713.159973144531	0.0199999995529652	0.0463000014424324	0.113399997353554	7	8	22	0.439999997615814	59	2024-06-22 14:30:00.000	2025
CMP1005	Fall Campaign	X	Carousel	Promotion	Gen X	TRUE	8.39999961853027	3985	5712	322	119	13	1776.5	0.0700000002980232	0.0208000000566244	0.0807999968528748	14	2	42	0.259999990463257	0	2024-06-22 15:30:00.000	2024
CMP1005	Summer Campaign	TikTok	Video	Lifestyle	Professionals	TRUE	52.9500007629395	6859	10342	478	155	9	232.929992675781	0.340000003576279	0.0149999996647239	0.0697000026702881	12	0	34	0.610000014305115	54	2024-06-04 06:30:00.000	2024
CMP1005	Back to School Campaign	TikTok	Image	User Testimonial	Millennials	TRUE	30.9699993133545	5455	7094	452	159	21	2915.40991210938	0.189999997615814	0.0223999992012978	0.0829000025987625	5	5	49	1	0	2024-06-28 06:15:00.000	2025
CMP1005	Holiday Campaign	X	Image	Product Launch	Millennials	TRUE	17.8700008392334	5553	9171	503	256	21	2432.93994140625	0.0700000002980232	0.0278999991714954	0.090599998831749	11	10	29	-0.159999996423721	0	2024-06-23 20:30:00.000	2024
CMP1005	Spring Campaign	Instagram	Carousel	Lifestyle	Gen X	TRUE	160.130004882813	17982	20192	1029	555	76	1357.81005859375	0.28999999165535	0.0274999998509884	0.0571999996900558	9	0	42	-0.430000007152557	0	2024-06-11 23:15:00.000	2024
CMP1005	Holiday Campaign	LinkedIn	Video	Product Launch	Millennials	TRUE	117.279998779297	6858	10256	165	66	7	856.299987792969	1.77999997138977	0.0063999998383224	0.024100000038743	10	1	10	-0.0700000002980232	44	2024-06-25 09:15:00.000	2024
CMP1005	Fall Campaign	X	Reel	Behind the Scenes	Gen Z	TRUE	45	6738	10790	472	180	20	2048.86010742188	0.25	0.0166999995708466	0.0701000019907951	3	9	18	0.579999983310699	93	2024-06-12 23:15:00.000	2024
CMP1005	Holiday Campaign	Facebook	Reel	User Testimonial	Parents	TRUE	40.0200004577637	5134	7005	342	155	12	208.240005493164	0.259999990463257	0.0220999997109175	0.066600002348423	2	6	24	0.25	100	2024-06-07 10:15:00.000	2024
CMP1005	Fall Campaign	X	Carousel	Promotion	Gen X	TRUE	74.75	3973	5401	88	37	4	148.279998779297	2.01999998092651	0.00689999992027879	0.0220999997109175	1	2	22	0.0599999986588955	0	2024-06-10 09:15:00.000	2024
CMP1005	Spring Campaign	Facebook	Video	Promotion	Gen X	FALSE	4.92999982833862	3154	4248	134	91	10	1389.7099609375	0.0500000007450581	0.0214000009000301	0.0425000004470348	14	7	11	0.829999983310699	55	2024-06-28 22:30:00.000	2025
CMP1005	Back to School Campaign	LinkedIn	Reel	Promotion	Millennials	TRUE	38.4000015258789	7346	9685	652	350	66	8058.0400390625	0.109999999403954	0.0361000001430511	0.0887999981641769	2	8	47	-0.209999993443489	37	2024-06-28 20:45:00.000	2025
CMP1005	Summer Campaign	LinkedIn	Reel	Lifestyle	Professionals	FALSE	2.98000001907349	6682	8836	693	444	64	4367.3701171875	0.00999999977648258	0.0502000004053116	0.103699997067451	1	3	15	-0.170000001788139	22	2024-06-21 19:30:00.000	2024
CMP1005	Spring Campaign	X	Carousel	Promotion	Millennials	TRUE	130.850006103516	8350	10689	748	314	43	1090.93994140625	0.419999986886978	0.0294000003486872	0.089599996805191	5	8	40	-0.180000007152557	0	2024-06-13 21:45:00.000	2024
CMP1005	Holiday Campaign	X	Video	Behind the Scenes	Parents	TRUE	3.17000007629395	3873	5859	88	37	6	493.450012207031	0.0900000035762787	0.00630000000819564	0.0227000005543232	4	6	39	-0.109999999403954	13	2024-06-22 18:30:00.000	2025
CMP1005	Fall Campaign	X	Carousel	Product Launch	Parents	TRUE	161.350006103516	12041	14809	1148	557	46	1167.15002441406	0.28999999165535	0.0375999994575977	0.0952999964356422	4	8	24	-0.230000004172325	0	2024-06-21 23:45:00.000	2025
CMP1005	Holiday Campaign	Facebook	Carousel	Behind the Scenes	Millennials	TRUE	50.75	4845	5676	401	207	29	4031	0.25	0.0364999994635582	0.0828000009059906	13	4	21	0.490000009536743	0	2024-06-10 14:30:00.000	2025
CMP1005	Back to School Campaign	X	Carousel	User Testimonial	Parents	TRUE	6.13000011444092	3626	4769	80	37	7	857.609985351563	0.170000001788139	0.00779999978840351	0.0220999997109175	10	7	5	-0.970000028610229	0	2024-06-27 23:00:00.000	2025
CMP1005	Fall Campaign	X	Video	Lifestyle	Gen Z	FALSE	11.6400003433228	6738	9867	191	89	12	1650.97998046875	0.129999995231628	0.00899999961256981	0.0283000003546476	13	5	47	-1	25	2024-06-14 23:15:00.000	2025
CMP1005	Summer Campaign	LinkedIn	Story	User Testimonial	Millennials	FALSE	4.96000003814697	637	849	39	12	2	52.3199996948242	0.409999996423721	0.0141000002622604	0.0612000003457069	1	3	28	0.649999976158142	116	2024-06-23 07:15:00.000	2025
CMP1005	Summer Campaign	TikTok	Video	Promotion	Gen X	TRUE	13.2600002288818	3075	4136	327	150	23	2178.419921875	0.0900000035762787	0.0362999998033047	0.106299996376038	9	3	42	0.129999995231628	95	2024-06-11 12:45:00.000	2024
CMP1005	Back to School Campaign	TikTok	Video	Promotion	Gen X	TRUE	12.960000038147	3693	5871	102	57	6	148.850006103516	0.230000004172325	0.00970000028610229	0.0275999996811152	12	6	10	-0.100000001490116	17	2024-06-20 10:15:00.000	2025
CMP1005	Spring Campaign	Facebook	Story	Lifestyle	Millennials	TRUE	3.84999990463257	3662	4278	393	241	21	1006.59002685547	0.0199999995529652	0.0562999993562698	0.107299998402596	11	2	37	0.00999999977648258	61	2024-06-09 23:30:00.000	2024
CMP1005	Back to School Campaign	TikTok	Story	Promotion	Millennials	FALSE	0.509999990463257	794	997	91	51	10	935.340026855469	0.00999999977648258	0.0511999987065792	0.114600002765656	4	3	48	0.75	85	2024-06-21 08:15:00.000	2025
CMP1005	Fall Campaign	X	Story	Lifestyle	Professionals	FALSE	3.82999992370605	3589	4715	384	175	11	1383.08996582031	0.0199999995529652	0.0370999984443188	0.10700000077486	3	4	23	0.469999998807907	115	2024-06-10 16:45:00.000	2024
CMP1005	Back to School Campaign	LinkedIn	Image	Lifestyle	Parents	TRUE	103.849998474121	12145	14127	1234	703	127	13986.4599609375	0.150000005960464	0.0498000010848045	0.101599998772144	8	10	47	-0.720000028610229	0	2024-06-11 19:00:00.000	2024
CMP1005	Back to School Campaign	X	Video	Product Launch	Millennials	TRUE	20.7099990844727	7468	9987	752	252	29	1611.60998535156	0.0799999982118607	0.0252000000327826	0.100699998438358	4	3	34	-0.0399999991059303	73	2024-06-05 13:45:00.000	2024
CMP1005	Summer Campaign	LinkedIn	Carousel	User Testimonial	Parents	TRUE	30.8899993896484	2897	4657	280	100	10	314.299987792969	0.310000002384186	0.0215000007301569	0.0966999977827072	14	3	24	0.920000016689301	0	2024-06-09 07:00:00.000	2025
CMP1005	Holiday Campaign	TikTok	Story	Lifestyle	Professionals	TRUE	41.2400016784668	4347	5154	507	211	37	3679.39990234375	0.200000002980232	0.0408999994397163	0.116599999368191	7	7	42	1	72	2024-06-09 23:00:00.000	2025
CMP1005	Back to School Campaign	Instagram	Video	Promotion	Parents	FALSE	1.87000000476837	8410	9405	294	153	25	1090.88000488281	0.00999999977648258	0.0163000002503395	0.0350000001490116	5	0	6	0.200000002980232	29	2024-06-06 08:30:00.000	2024
CMP1005	Summer Campaign	Facebook	Reel	Behind the Scenes	Professionals	TRUE	38.7099990844727	7870	11379	182	63	10	187.710006713867	0.610000014305115	0.00549999997019768	0.0230999998748302	12	6	32	-0.230000004172325	14	2024-06-01 21:15:00.000	2025
CMP1005	Fall Campaign	TikTok	Story	User Testimonial	Parents	FALSE	2.26999998092651	4872	6308	234	144	23	2818.17993164063	0.0199999995529652	0.02280000038445	0.0480000004172325	12	2	10	0.5	89	2024-06-16 08:15:00.000	2024
CMP1005	Holiday Campaign	X	Carousel	User Testimonial	Gen X	TRUE	105.809997558594	14278	15884	1327	418	34	556.97998046875	0.25	0.0263000000268221	0.0929000005125999	12	4	6	0.340000003576279	0	2024-06-12 16:00:00.000	2024
CMP1005	Spring Campaign	Facebook	Story	Product Launch	Millennials	TRUE	99.0199966430664	11771	14721	826	284	45	468.679992675781	0.349999994039536	0.0193000007420778	0.070200003683567	14	4	44	0.419999986886978	49	2024-06-11 17:30:00.000	2024
CMP1005	Back to School Campaign	LinkedIn	Video	Promotion	Millennials	FALSE	12.1400003433228	3297	3718	75	40	7	382.299987792969	0.300000011920929	0.0108000002801418	0.0227000005543232	9	10	34	-0.100000001490116	93	2024-06-18 17:00:00.000	2024
CMP1005	Spring Campaign	LinkedIn	Image	Lifestyle	Parents	TRUE	55.7599983215332	7726	9579	206	130	11	1141.64001464844	0.430000007152557	0.0136000001803041	0.0266999993473291	8	7	50	-0.389999985694885	0	2024-06-20 10:30:00.000	2025
CMP1005	Holiday Campaign	TikTok	Video	Lifestyle	Gen Z	TRUE	136.539993286133	5599	8880	319	106	10	823.090026855469	1.28999996185303	0.0119000002741814	0.0570000000298023	15	10	14	-0.0500000007450581	98	2024-06-18 15:30:00.000	2025
CMP1005	Back to School Campaign	TikTok	Carousel	Promotion	Gen Z	TRUE	29.5900001525879	7133	8305	635	286	22	1118.91003417969	0.100000001490116	0.034400001168251	0.0890000015497208	4	9	39	-0.360000014305115	0	2024-06-12 07:45:00.000	2024
CMP1005	Spring Campaign	X	Carousel	Behind the Scenes	Parents	FALSE	1.82000005245209	1423	2003	143	59	4	432.339996337891	0.0299999993294477	0.0295000001788139	0.100500002503395	12	6	40	0.150000005960464	0	2024-06-15 20:15:00.000	2024
CMP1005	Summer Campaign	X	Image	Promotion	Gen X	FALSE	2.15000009536743	4261	4937	487	305	42	4406.91015625	0.00999999977648258	0.0617999993264675	0.11429999768734	8	7	5	0.550000011920929	0	2024-06-10 08:15:00.000	2025
CMP1005	Summer Campaign	LinkedIn	Image	Product Launch	Gen Z	TRUE	7.28999996185303	5630	8394	371	138	16	284.929992675781	0.0500000007450581	0.0164000000804663	0.0658999979496002	15	1	26	0.209999993443489	0	2024-06-01 14:00:00.000	2025
CMP1005	Fall Campaign	Facebook	Reel	Promotion	Millennials	TRUE	93.1399993896484	6644	10066	700	435	56	846.690002441406	0.209999993443489	0.0432000011205673	0.105400003492832	10	7	31	0.219999998807907	93	2024-06-16 17:00:00.000	2025
CMP1005	Spring Campaign	TikTok	Video	Lifestyle	Gen X	TRUE	146.389999389648	9187	11142	1024	345	47	639.289978027344	0.419999986886978	0.0309999994933605	0.11150000244379	12	10	40	1	101	2024-06-13 14:15:00.000	2025
CMP1005	Fall Campaign	LinkedIn	Reel	Behind the Scenes	Parents	TRUE	62.6599998474121	3528	5776	226	112	20	428.059997558594	0.560000002384186	0.0194000005722046	0.0640999972820282	12	0	45	-0.189999997615814	93	2024-06-07 11:00:00.000	2024
CMP1005	Back to School Campaign	Facebook	Image	Product Launch	Millennials	TRUE	1.54999995231628	4286	6562	302	154	19	2668.65991210938	0.00999999977648258	0.0234999991953373	0.0705000013113022	7	1	11	0.200000002980232	0	2024-06-05 15:30:00.000	2024
CMP1005	Spring Campaign	LinkedIn	Video	Promotion	Parents	TRUE	9.60999965667725	3233	4213	73	44	4	302.75	0.219999998807907	0.0104000000283122	0.0226000007241964	15	9	25	0.509999990463257	95	2024-06-21 15:00:00.000	2025
CMP1005	Fall Campaign	Facebook	Video	Lifestyle	Gen X	FALSE	1.89999997615814	2805	3812	256	131	19	1392.57995605469	0.00999999977648258	0.034400001168251	0.0913000032305717	6	0	25	0.389999985694885	22	2024-06-11 06:15:00.000	2024
CMP1005	Back to School Campaign	TikTok	Video	Product Launch	Millennials	FALSE	0.709999978542328	4005	4573	357	182	19	2403.68994140625	0	0.0397999994456768	0.0891000032424927	12	7	20	0.0199999995529652	72	2024-06-03 22:30:00.000	2025
CMP1005	Holiday Campaign	LinkedIn	Image	Behind the Scenes	Millennials	TRUE	123.040000915527	7359	9692	246	146	10	351.859985351563	0.839999973773956	0.0151000004261732	0.0333999991416931	4	6	21	-0.100000001490116	0	2024-06-02 13:15:00.000	2024
CMP1005	Fall Campaign	TikTok	Reel	Behind the Scenes	Millennials	TRUE	92.4800033569336	5735	8577	641	434	56	5166.39990234375	0.209999993443489	0.0505999997258186	0.111800000071526	5	10	21	0.870000004768372	118	2024-06-22 15:15:00.000	2025
CMP1005	Fall Campaign	LinkedIn	Reel	User Testimonial	Parents	FALSE	2.32999992370605	6601	10028	732	278	19	828.289978027344	0.00999999977648258	0.0276999995112419	0.11089999973774	0	10	5	0.0299999993294477	25	2024-06-26 18:15:00.000	2024
CMP1005	Holiday Campaign	Facebook	Image	Promotion	Gen X	FALSE	6.21000003814697	6060	8973	184	64	7	376.890014648438	0.100000001490116	0.0071000000461936	0.0304000005125999	10	1	12	-0.519999980926514	0	2024-06-09 08:45:00.000	2024
CMP1005	Holiday Campaign	TikTok	Image	Promotion	Gen Z	FALSE	13.9700002670288	6939	9613	169	81	13	1549.82995605469	0.170000001788139	0.00839999970048666	0.0243999995291233	3	1	25	-0.189999997615814	0	2024-06-18 14:45:00.000	2025
CMP1005	Spring Campaign	LinkedIn	Reel	Promotion	Professionals	TRUE	78.4000015258789	9776	12440	564	205	23	2012.38000488281	0.379999995231628	0.016499999910593	0.0577000007033348	1	1	20	-1	104	2024-06-04 07:15:00.000	2025
CMP1005	Summer Campaign	X	Story	Promotion	Millennials	FALSE	3.91000008583069	2512	3575	228	102	6	180.910003662109	0.0399999991059303	0.0285000000149012	0.0908000022172928	9	4	14	0.140000000596046	12	2024-06-01 06:00:00.000	2025
CMP1005	Fall Campaign	X	Video	Promotion	Gen X	TRUE	14.7200002670288	1846	2524	202	108	12	1680.26000976563	0.140000000596046	0.0428000018000603	0.109399996697903	3	7	43	-0.740000009536743	23	2024-06-03 22:30:00.000	2025
CMP1005	Fall Campaign	LinkedIn	Video	User Testimonial	Gen Z	TRUE	114.540000915527	13032	15205	279	147	22	2264.2099609375	0.779999971389771	0.00970000028610229	0.0214000009000301	9	1	7	0.46000000834465	60	2024-06-08 17:15:00.000	2024
CMP1005	Holiday Campaign	X	Carousel	User Testimonial	Gen Z	TRUE	25.1800003051758	3225	5108	359	122	23	2085	0.209999993443489	0.0239000003784895	0.111299999058247	2	7	5	-0.579999983310699	0	2024-06-19 21:30:00.000	2024
CMP1005	Summer Campaign	Facebook	Carousel	User Testimonial	Professionals	FALSE	5.71999979019165	2735	3083	132	65	5	397.829986572266	0.0900000035762787	0.0210999995470047	0.0483000017702579	9	4	8	0.0599999986588955	0	2024-06-11 19:45:00.000	2024
CMP1005	Back to School Campaign	X	Image	Product Launch	Gen Z	TRUE	23.5100002288818	7465	11685	382	240	25	1262.06994628906	0.100000001490116	0.0205000005662441	0.0511999987065792	10	0	24	0.219999998807907	0	2024-06-21 17:15:00.000	2025
CMP1005	Holiday Campaign	LinkedIn	Carousel	Promotion	Professionals	TRUE	34.2900009155273	1952	3144	215	127	6	714.820007324219	0.270000010728836	0.0403999984264374	0.110100001096725	13	7	16	-0.439999997615814	0	2024-06-16 19:00:00.000	2024
CMP1005	Holiday Campaign	LinkedIn	Reel	Behind the Scenes	Gen Z	TRUE	41.0299987792969	6267	7858	562	252	39	3912.47998046875	0.159999996423721	0.0320999994874001	0.089699998497963	15	4	5	0.610000014305115	17	2024-06-20 14:30:00.000	2024
CMP1005	Summer Campaign	Facebook	Video	User Testimonial	Professionals	TRUE	10.2200002670288	3012	3521	315	158	18	1813.5400390625	0.0599999986588955	0.0449000000953674	0.104599997401237	3	1	16	-0.379999995231628	83	2024-06-27 19:45:00.000	2024
CMP1005	Spring Campaign	Facebook	Video	Behind the Scenes	Parents	FALSE	2.45000004768372	6360	8101	632	427	65	5327.919921875	0.00999999977648258	0.0527000017464161	0.0993999987840652	0	2	46	0.759999990463257	50	2024-06-28 23:45:00.000	2024
CMP1005	Back to School Campaign	Facebook	Carousel	Behind the Scenes	Parents	FALSE	4.48999977111816	5974	8133	137	62	7	346.790008544922	0.0700000002980232	0.00760000012814999	0.0229000002145767	12	1	31	0.689999997615814	0	2024-06-06 11:30:00.000	2024
CMP1005	Summer Campaign	LinkedIn	Image	Promotion	Professionals	FALSE	4.96000003814697	388	482	31	15	1	18.6000003814697	0.330000013113022	0.0310999993234873	0.0798999965190887	3	8	35	0.280000001192093	0	2024-06-07 14:00:00.000	2025
CMP1006	Fall Campaign	TikTok	Carousel	Lifestyle	Gen X	TRUE	68.1699981689453	8282	10853	668	372	45	2427.9599609375	0.180000007152557	0.0342999994754791	0.0807000026106834	10	2	45	0.649999976158142	0	2024-07-16 08:45:00.000	2025
CMP1006	Holiday Campaign	TikTok	Story	Promotion	Parents	TRUE	13.6199998855591	2708	4182	240	121	12	1785.51000976563	0.109999999403954	0.0288999993354082	0.0886000022292137	10	5	29	-0.5	35	2024-07-12 15:45:00.000	2025
CMP1006	Spring Campaign	Instagram	Reel	Product Launch	Parents	FALSE	0.800000011920929	5372	7403	380	172	23	2639.580078125	0	0.023199999704957	0.0706999972462654	8	9	33	0.970000028610229	93	2024-07-23 08:45:00.000	2025
CMP1006	Back to School Campaign	X	Story	User Testimonial	Parents	TRUE	25.2800006866455	5038	7486	128	48	9	971.47998046875	0.529999971389771	0.0063999998383224	0.0253999996930361	10	2	24	0.0799999982118607	89	2024-07-28 06:30:00.000	2024
CMP1006	Spring Campaign	Facebook	Story	Behind the Scenes	Parents	TRUE	8.05000019073486	3169	3659	236	126	15	1543.36999511719	0.0599999986588955	0.034400001168251	0.0745000019669533	14	6	14	0.300000011920929	87	2024-07-20 09:15:00.000	2025
CMP1006	Spring Campaign	X	Carousel	User Testimonial	Professionals	FALSE	0.230000004172325	4065	5341	427	129	18	1095.02001953125	0	0.0241999998688698	0.104999996721745	4	8	47	0.0199999995529652	0	2024-07-24 20:15:00.000	2024
CMP1006	Fall Campaign	LinkedIn	Video	Behind the Scenes	Parents	TRUE	41.25	4516	5270	137	72	7	292.529998779297	0.569999992847443	0.0137000000104308	0.0303000006824732	3	0	16	-0.270000010728836	90	2024-07-20 22:45:00.000	2025
CMP1006	Summer Campaign	Facebook	Reel	Promotion	Professionals	FALSE	2.42000007629395	4825	7693	223	146	24	3327.76000976563	0.0199999995529652	0.0189999993890524	0.0461999997496605	12	5	12	-1	107	2024-07-19 07:00:00.000	2025
CMP1006	Fall Campaign	X	Carousel	Behind the Scenes	Professionals	TRUE	94.0400009155273	8294	11008	765	320	47	1094.55004882813	0.28999999165535	0.0291000008583069	0.0922000035643578	13	4	12	1	0	2024-07-17 13:30:00.000	2024
CMP1006	Back to School Campaign	Instagram	Story	Promotion	Gen Z	FALSE	3.25	6388	9960	346	148	9	1109.93005371094	0.0199999995529652	0.0148999998345971	0.0542000010609627	5	1	15	0.0399999991059303	12	2024-07-27 17:15:00.000	2025
CMP1006	Back to School Campaign	LinkedIn	Video	Behind the Scenes	Gen Z	FALSE	3.24000000953674	3782	4455	414	154	24	1516.53002929688	0.0199999995529652	0.0346000008285046	0.109499998390675	12	7	17	-0.629999995231628	11	2024-07-26 14:30:00.000	2025
CMP1006	Spring Campaign	LinkedIn	Image	Behind the Scenes	Professionals	FALSE	4.15000009536743	3918	5770	415	148	19	1551.73999023438	0.0299999993294477	0.0255999993532896	0.105899997055531	11	7	22	-0.150000005960464	0	2024-07-17 15:45:00.000	2024
CMP1006	Fall Campaign	X	Reel	Behind the Scenes	Professionals	TRUE	140.100006103516	16277	22009	808	395	74	912.700012207031	0.349999994039536	0.0178999993950129	0.049600001424551	10	3	47	0.850000023841858	65	2024-07-21 11:30:00.000	2024
CMP1006	Spring Campaign	Facebook	Story	User Testimonial	Gen X	TRUE	1.30999994277954	3873	5232	91	49	7	241.779998779297	0.0299999993294477	0.00939999986439943	0.0234999991953373	7	10	14	0.419999986886978	71	2024-07-12 18:30:00.000	2024
CMP1006	Summer Campaign	TikTok	Reel	Promotion	Parents	FALSE	3.5	506	600	10	3	0	0	1.16999995708466	0.00499999988824129	0.0197999998927116	15	9	8	0.419999986886978	120	2024-07-28 11:15:00.000	2024
CMP1006	Holiday Campaign	TikTok	Video	Lifestyle	Parents	TRUE	120.599998474121	9373	14110	643	310	55	3624.22998046875	0.389999985694885	0.0219999998807907	0.0685999989509583	12	5	14	-0.360000014305115	22	2024-07-19 21:30:00.000	2024
CMP1006	Fall Campaign	Facebook	Carousel	Product Launch	Gen X	TRUE	25.4400005340576	3305	5127	282	85	16	2073.68994140625	0.300000011920929	0.0165999997407198	0.0852999985218048	13	2	10	-0.0199999995529652	0	2024-07-04 14:45:00.000	2025
